#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2015-05-13T18:48:34 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ55539b4ea33c	
#INFO	-out.max=unlimited	
#INFO	queryParameters=37	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_p
#-out.add=_x,_y
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=VII/213/groups,VII/213/dynamics,VII/213/galaxies,VII/213/morpho
#-nav=cat:VII/213&tab:{VII/213/groups}&tab:{VII/213/dynamics}&tab:{VII/213/galaxies}&tab:{VII/213/morpho}&key:source=VII/213/groups&key:source=VII/213/dynamics&key:source=VII/213/galaxies&key:source=VII/213/morpho&HTTPPRM:&&-ref=VIZ55539b4ea33c&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_p&-out.add=_x,_y&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HCG&-joincol={VII/213/groups}.{HCG}&-out=Dyna&-out=Type&-out=MCount&-out=AngSize&-out=TotMag&-out=Emag&-out=Aname1&-out=Aname2&-out=Aname3&-out=Aname4&-out=n&-out=log(sV)&-out=log(V)&-out=log(R)&-out=log(Ho.tc)&-out=MType&-out=Names&-out=Comments&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=VII/213/groups,VII/213/dynamics,VII/213/galaxies,VII/213/morpho
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VII/213/groups VII/213/dynamics VII/213/galaxies VII/213/morpho
#-order=I
#-out=HCG
#-joincol={VII/213/groups}.{HCG}
#-joincol=HCG
#-out=Dyna
#-out=Type
#-out=MCount
#-out=AngSize
#-out=TotMag
#-out=Emag
#-out=Aname1
#-out=Aname2
#-out=Aname3
#-out=Aname4
#-out=n
#-out=log(sV)
#-out=log(V)
#-out=log(R)
#-out=log(Ho.tc)
#-out=MType
#-out=Names
#-out=Comments
#

#RESOURCE=join
#Name: #Join
#Title:  Join tables VII/213/groups,VII/213/dynamics,VII/213/galaxies,VII/213/morpho
#
#Coosys	B1950:	eq_FK4 B1950
#Table	VII_213_groups_VII_213_dynamics_VII_213_galaxies_VII_213_morpho:
#Name: VII/213/groups,VII/213/dynamics,VII/213/galaxies,VII/213/morpho
#Title:
#Column	_RAJ2000{1}	(F7.3)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000{1}	(F7.3)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	HCG{1}	(I3)	[1/100]+ Number of the group in this catalog [NULL integer written as an empty string]	[ucd=meta.id;meta.main]
#Column	Dyna{1}	(A1)	[*] '*' when group has dynamical parameters	[ucd=meta.code]
#Column	Type{1}	(A2)	Group type	[ucd=src.class]
#Column	MCount{1}	(I2)	Member count [NULL integer written as an empty string]	[ucd=meta.number]
#Column	AngSize{1}	(F5.1)	Angular size	[ucd=phys.angSize;src]
#Column	TotMag{1}	(F5.1)	Total magnitude of group	[ucd=phot.mag;em.opt.B]
#Column	Emag{1}	(F5.1)	Brightest member magnitude	[ucd=phot.mag;em.opt.R]
#Column	Aname1{1}	(a6)	Alternate name 1	[ucd=meta.id]
#Column	Aname2{1}	(a6)	Alternate name 2	[ucd=meta.id]
#Column	Aname3{1}	(a6)	Alternate name 3	[ucd=meta.id]
#Column	Aname4{1}	(a6)	Alternate name 4	[ucd=meta.id]
#Column	n{2}	(I1)	Number of galaxies with accordant velocities [NULL integer written as an empty string]	[ucd=meta.number]
#Column	log(sV){2}	(F5.2)	Radial velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	log(V){2}	(F5.2)	? Estimated instrinsic 3D velocity dispersion	[ucd=phys.veloc.dispersion]
#Column	log(R){2}	(F5.2)	Median projected separation	[ucd=pos.angDistance]
#Column	log(Ho.tc){2}	(F5.2)	Crossing time (expressed in 1/Ho units)	[ucd=time.crossing]
#Column	MType{3}	(a4)	Hubble Morphological type	[ucd=src.morph.type]
#Column	Names{3}	(a18)	Other names	[ucd=meta.id]
#Column	MType{4}	(a4)	Morphological type	[ucd=src.morph.type]
#Column	Comments{4}	(a69)	Comments	[ucd=meta.note]
_DEJ2000	_RAJ2000	HCG	Dyna	Type	MCount	AngSize	TotMag	Emag	Aname1	Aname2	Aname3	Aname4	n	log(sV)	log(V)	log(R)	log(Ho.tc)	MType	Names	MType	Comments
 +0.8782	009.8496	  7	*	E2	 4	  5.7	 11.4	 12.1	N192  	U401  	      	      	4	 1.95	 2.16	 1.66	-1.40	SBc 	N197 U406         	Sb  	Dust lane-tidal spiral arms-radio-IR (I)
+23.5808	012.4034	  8	*	E2	 4	  1.2	 12.3	 13.2	      	      	      	      	4	 2.65	 2.89	 1.46	-2.32	E5  	                  	S0  	Extension toward 08a (I)
+23.5808	012.4034	  8	*	E2	 4	  1.2	 12.3	 13.2	      	      	      	      	4	 2.65	 2.89	 1.46	-2.32	E5  	                  	E5  	Double nuclei strongly n.c.i. (M,I)
+23.5808	012.4034	  8	*	E2	 4	  1.2	 12.3	 13.2	      	      	      	      	4	 2.65	 2.89	 1.46	-2.32	S0  	                  	S0  	Extension toward 08a (I)
+23.5808	012.4034	  8	*	E2	 4	  1.2	 12.3	 13.2	      	      	      	      	4	 2.65	 2.89	 1.46	-2.32	S0  	                  	E5  	Double nuclei strongly n.c.i. (M,I)
+23.5808	012.4034	  8	*	E2	 4	  1.2	 12.3	 13.2	      	      	      	      	4	 2.65	 2.89	 1.46	-2.32	S0  	                  	S0  	Extension toward 08a (I)
+23.5808	012.4034	  8	*	E2	 4	  1.2	 12.3	 13.2	      	      	      	      	4	 2.65	 2.89	 1.46	-2.32	S0  	                  	E5  	Double nuclei strongly n.c.i. (M,I)
+23.5808	012.4034	  8	*	E2	 4	  1.2	 12.3	 13.2	      	      	      	      	4	 2.65	 2.89	 1.46	-2.32	S0  	                  	S0  	Extension toward 08a (I)
+23.5808	012.4034	  8	*	E2	 4	  1.2	 12.3	 13.2	      	      	      	      	4	 2.65	 2.89	 1.46	-2.32	S0  	                  	E5  	Double nuclei strongly n.c.i. (M,I)
+34.6909	021.5308	 10	*	S3	 4	 10.9	 10.1	 10.9	N536  	U1013 	      	      	4	 2.32	 2.56	 1.97	-1.48	SBb 	N536 U1013        	Sc  	Warped disk or tidally distorted spiral arms (I)
+34.6909	021.5308	 10	*	S3	 4	 10.9	 10.1	 10.9	N536  	U1013 	      	      	4	 2.32	 2.56	 1.97	-1.48	SBb 	N536 U1013        	E1  	Sharp extension (M)
+34.6909	021.5308	 10	*	S3	 4	 10.9	 10.1	 10.9	N536  	U1013 	      	      	4	 2.32	 2.56	 1.97	-1.48	SBb 	N536 U1013        	SBb 	H I anomalous profile (I)
+34.6909	021.5308	 10	*	S3	 4	 10.9	 10.1	 10.9	N536  	U1013 	      	      	4	 2.32	 2.56	 1.97	-1.48	E1  	N529 U995         	Sc  	Warped disk or tidally distorted spiral arms (I)
+34.6909	021.5308	 10	*	S3	 4	 10.9	 10.1	 10.9	N536  	U1013 	      	      	4	 2.32	 2.56	 1.97	-1.48	E1  	N529 U995         	E1  	Sharp extension (M)
+34.6909	021.5308	 10	*	S3	 4	 10.9	 10.1	 10.9	N536  	U1013 	      	      	4	 2.32	 2.56	 1.97	-1.48	E1  	N529 U995         	SBb 	H I anomalous profile (I)
+34.6909	021.5308	 10	*	S3	 4	 10.9	 10.1	 10.9	N536  	U1013 	      	      	4	 2.32	 2.56	 1.97	-1.48	Sc  	N531 U1012        	Sc  	Warped disk or tidally distorted spiral arms (I)
+34.6909	021.5308	 10	*	S3	 4	 10.9	 10.1	 10.9	N536  	U1013 	      	      	4	 2.32	 2.56	 1.97	-1.48	Sc  	N531 U1012        	E1  	Sharp extension (M)
+34.6909	021.5308	 10	*	S3	 4	 10.9	 10.1	 10.9	N536  	U1013 	      	      	4	 2.32	 2.56	 1.97	-1.48	Sc  	N531 U1012        	SBb 	H I anomalous profile (I)
+34.6909	021.5308	 10	*	S3	 4	 10.9	 10.1	 10.9	N536  	U1013 	      	      	4	 2.32	 2.56	 1.97	-1.48	Scd 	N542              	Sc  	Warped disk or tidally distorted spiral arms (I)
+34.6909	021.5308	 10	*	S3	 4	 10.9	 10.1	 10.9	N536  	U1013 	      	      	4	 2.32	 2.56	 1.97	-1.48	Scd 	N542              	E1  	Sharp extension (M)
+34.6909	021.5308	 10	*	S3	 4	 10.9	 10.1	 10.9	N536  	U1013 	      	      	4	 2.32	 2.56	 1.97	-1.48	Scd 	N542              	SBb 	H I anomalous profile (I)
 -4.6705	021.8904	 12	*	E1	 5	  2.6	 12.9	 13.4	      	      	      	      	5	 2.38	 2.62	 1.77	-1.73	S0  	                  	SB0 	Large P.A. twist
 -4.6705	021.8904	 12	*	E1	 5	  2.6	 12.9	 13.4	      	      	      	      	5	 2.38	 2.62	 1.77	-1.73	S0  	                  	S0  	Double nuclei (M)
 -4.6705	021.8904	 12	*	E1	 5	  2.6	 12.9	 13.4	      	      	      	      	5	 2.38	 2.62	 1.77	-1.73	SB0 	                  	SB0 	Large P.A. twist
 -4.6705	021.8904	 12	*	E1	 5	  2.6	 12.9	 13.4	      	      	      	      	5	 2.38	 2.62	 1.77	-1.73	SB0 	                  	S0  	Double nuclei (M)
 -4.6705	021.8904	 12	*	E1	 5	  2.6	 12.9	 13.4	      	      	      	      	5	 2.38	 2.62	 1.77	-1.73	S0  	                  	SB0 	Large P.A. twist
 -4.6705	021.8904	 12	*	E1	 5	  2.6	 12.9	 13.4	      	      	      	      	5	 2.38	 2.62	 1.77	-1.73	S0  	                  	S0  	Double nuclei (M)
 -4.6705	021.8904	 12	*	E1	 5	  2.6	 12.9	 13.4	      	      	      	      	5	 2.38	 2.62	 1.77	-1.73	Sbc 	                  	SB0 	Large P.A. twist
 -4.6705	021.8904	 12	*	E1	 5	  2.6	 12.9	 13.4	      	      	      	      	5	 2.38	 2.62	 1.77	-1.73	Sbc 	                  	S0  	Double nuclei (M)
 -4.6705	021.8904	 12	*	E1	 5	  2.6	 12.9	 13.4	      	      	      	      	5	 2.38	 2.62	 1.77	-1.73	S0  	                  	SB0 	Large P.A. twist
 -4.6705	021.8904	 12	*	E1	 5	  2.6	 12.9	 13.4	      	      	      	      	5	 2.38	 2.62	 1.77	-1.73	S0  	                  	S0  	Double nuclei (M)
 -7.8811	023.0921	 13	*	E2	 5	  2.5	 13.3	 14.0	      	      	      	      	5	 2.26	 2.44	 1.67	-1.66	SBab	                  	S0  	Asym-interacting with b (I)
 -7.8811	023.0921	 13	*	E2	 5	  2.5	 13.3	 14.0	      	      	      	      	5	 2.26	 2.44	 1.67	-1.66	SBab	                  	E0  	n.c.i.-interacting with c emission-radio (I)
 -7.8811	023.0921	 13	*	E2	 5	  2.5	 13.3	 14.0	      	      	      	      	5	 2.26	 2.44	 1.67	-1.66	E0  	                  	S0  	Asym-interacting with b (I)
 -7.8811	023.0921	 13	*	E2	 5	  2.5	 13.3	 14.0	      	      	      	      	5	 2.26	 2.44	 1.67	-1.66	E0  	                  	E0  	n.c.i.-interacting with c emission-radio (I)
 -7.8811	023.0921	 13	*	E2	 5	  2.5	 13.3	 14.0	      	      	      	      	5	 2.26	 2.44	 1.67	-1.66	S0  	                  	S0  	Asym-interacting with b (I)
 -7.8811	023.0921	 13	*	E2	 5	  2.5	 13.3	 14.0	      	      	      	      	5	 2.26	 2.44	 1.67	-1.66	S0  	                  	E0  	n.c.i.-interacting with c emission-radio (I)
 -7.8811	023.0921	 13	*	E2	 5	  2.5	 13.3	 14.0	      	      	      	      	5	 2.26	 2.44	 1.67	-1.66	S0  	                  	S0  	Asym-interacting with b (I)
 -7.8811	023.0921	 13	*	E2	 5	  2.5	 13.3	 14.0	      	      	      	      	5	 2.26	 2.44	 1.67	-1.66	S0  	                  	E0  	n.c.i.-interacting with c emission-radio (I)
 -7.8811	023.0921	 13	*	E2	 5	  2.5	 13.3	 14.0	      	      	      	      	5	 2.26	 2.44	 1.67	-1.66	S0  	                  	S0  	Asym-interacting with b (I)
